route26_id,source,folio,locus,section_note,locus_kind,locus_code,visual_context,token,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens,image_file_or_url,visual_zone,ring,sector,radius,object_nearby,visual_notes,annotation_confidence,visual_match_status,semantic_guardrail
R26-0100,ZL3b-n.txt,f42v,"f42v.2,+P0",Plant ID: ranunculacea helleboria(?) (Mrs Voynich),P,P,paragraph/text line,otol,ot,ol,middle,11,12,dandain,daiin,dshey tchey y kchey chtchy c 245 h y dandain otol daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0101,ZL3b-n.txt,f42v,"f42v.16,=Pt",Plant ID: ranunculacea helleboria(?) (Mrs Voynich),P,P,paragraph/text line,okor,ok,or,start,1,2,,odeey,okor odeey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0102,ZL3b-n.txt,f43v,"f43v.2,+P0",Two plants. Polygonum biatorta (sp?). Lunaria (RCAZ)?,P,P,paragraph/text line,okar,ok,ar,end,13,13,kchdy,,shedy octhy otedy chedy dar ches kh y okeody oky okaldy kchdy okar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0103,ZL3b-n.txt,f44r,"f44r.3,+P0",Plant ID: Veratrum (sp?),P,P,paragraph/text line,otal,ot,al,middle,4,6,kshotol,daiin,oair ekokeey kshotol otal daiin ototaykal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0104,ZL3b-n.txt,f44v,"f44v.1,@P0","Curriers language A, hand 1",P,P,paragraph/text line,otol,ot,ol,middle,6,10,chor,shol,tsho qotshy cthol d chor otol shol tol qotshol otoldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0105,ZL3b-n.txt,f44v,"f44v.3,+P0","Curriers language A, hand 1",P,P,paragraph/text line,otol,ot,ol,middle,4,7,shcthy,daiin,tol okchor shcthy otol daiin cthy cthy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0106,ZL3b-n.txt,f44v,"f44v.11,+P0","Curriers language A, hand 1",P,P,paragraph/text line,okal,ok,al,start,1,7,,chol,okal chol chol choky okaiin cthy otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0107,ZL3b-n.txt,f44v,"f44v.11,+P0","Curriers language A, hand 1",P,P,paragraph/text line,otal,ot,al,end,7,7,cthy,,okal chol chol choky okaiin cthy otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0108,ZL3b-n.txt,f45r,"f45r.6,+P0","Curriers language A, hand 1",P,P,paragraph/text line,otar,ot,ar,middle,6,8,tcholol,dal,otchar okchar daiin ytchody tcholol otar dal dary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0109,ZL3b-n.txt,f45v,"f45v.2,+P0",beatrum phula inal(sp),P,P,paragraph/text line,okol,ok,ol,start,1,11,,chor,okol chor daiin cthy okchol chom okolo r n dyokchol s,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0110,ZL3b-n.txt,f46r,"f46r.14,+P0","Plant (root) ID: Asclepias, (+unreadable)",P,P,paragraph/text line,okal,ok,al,middle,5,8,cheol,dam,otchealkar sholkshy qokar cheol okal dam chdam qokam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0111,ZL3b-n.txt,f46v,"f46v.2,+P0","Plant ID: Boragine, Anchusa (has red mark along top of roots)",P,P,paragraph/text line,otar,ot,ar,middle,7,14,qokedy,ar,ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0112,ZL3b-n.txt,f47r,"f47r.9,+P0",Plant ID: Indian cucumber?,P,P,paragraph/text line,okal,ok,al,middle,4,11,chaiin,chol,qoko kor chaiin okal chol daiin okcho kcho r s sy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0113,ZL3b-n.txt,f48r,"f48r.6,+P0","Same plant as f89v2[3,4] ? (Stolfi)",P,P,paragraph/text line,otal,ot,al,middle,7,14,qotol,ched,alshey lkeedy ytchedy qokedy lotal qotol otal ched o key ykeey da l dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0114,ZL3b-n.txt,f48v,"f48v.2,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,otar,ot,ar,middle,5,9,ykeedy,yotedy,chey tedy otchody ykeedy otar yotedy cthdyokain chety choolkeey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0115,ZL3b-n.txt,f48v,"f48v.3,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,otar,ot,ar,middle,10,12,aiin,air,alchey kor y keody olkeeey chody chedy dalyokeeor aiin otar air am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0116,ZL3b-n.txt,f48v,"f48v.4,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,otar,ot,ar,middle,6,11,ty,alchdyyteedy,dchedy tchddy otsh okeey ty otar alchdyyteedy oteed y kedy m,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0117,ZL3b-n.txt,f48v,"f48v.6,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,okar,ok,ar,middle,3,14,qokain,otar,shdy qokain okar otar or otees ol or ainotal ok y tar chedy am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0118,ZL3b-n.txt,f48v,"f48v.6,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,otar,ot,ar,middle,4,14,okar,or,shdy qokain okar otar or otees ol or ainotal ok y tar chedy am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0119,ZL3b-n.txt,f48v,"f48v.10,+P0","Same plant as f89v[1,4] ? (Stolfi)",P,P,paragraph/text line,okar,ok,ar,middle,9,11,cthey,ar,tol chedy ytedyykeol chdy chdor chtol chdyytchedal cthey okar ar ary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0120,ZL3b-n.txt,f49r,"f49r.14,+P0","Plant ID: Tamus communis (Holm), Scamonia",P,P,paragraph/text line,otol,ot,ol,middle,6,7,sheor,daiin,q o shoqoky shor sheor otol daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0121,ZL3b-n.txt,f49v,"f49v.26,=P0","the 1st paragraph, starting from line 2.",P,P,paragraph/text line,otol,ot,ol,middle,3,7,chokeeody,kcho,qokeol chokeeody otol kcho s chol daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0122,ZL3b-n.txt,f50r,"f50r.2,+P0","Plant ID: Artichoke, (species of sunflower?)",P,P,paragraph/text line,okar,ok,ar,middle,10,12,daiiin,ar,sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0123,ZL3b-n.txt,f50r,"f50r.5,+P0","Plant ID: Artichoke, (species of sunflower?)",P,P,paragraph/text line,okar,ok,ar,middle,5,11,qokchdy,ar,solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0124,ZL3b-n.txt,f50r,"f50r.6,+P0","Plant ID: Artichoke, (species of sunflower?)",P,P,paragraph/text line,okal,ok,al,middle,8,16,kchedy,qotor,ykain sh c s ear ol kchedy okal qotor cheeor olk ee a dy daiin qoky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0125,ZL3b-n.txt,f50r,"f50r.7,+P0","Plant ID: Artichoke, (species of sunflower?)",P,P,paragraph/text line,otal,ot,al,middle,5,12,otaiin,she,todalain qotal kaiin otaiin otal she ka r s ariin okchedy dariin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0126,ZL3b-n.txt,f50v,"f50v.3,+P0","Plant ID: Umbellifera? (O'Neill), (coxcomb?)",P,P,paragraph/text line,okal,ok,al,end,9,9,okain,,pochedy qokody checkhy shckhy dalol ykeeey qokedy okain okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0127,ZL3b-n.txt,f50v,"f50v.4,+P0","Plant ID: Umbellifera? (O'Neill), (coxcomb?)",P,P,paragraph/text line,otar,ot,ar,middle,12,14,okchdy,chckhey,dar qoain olaiin ol s r aiin o l okeedy okchdy otar chckhey or,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0128,ZL3b-n.txt,f50v,"f50v.6,+P0","Plant ID: Umbellifera? (O'Neill), (coxcomb?)",P,P,paragraph/text line,okal,ok,al,middle,3,12,kedair,chody,daiin kedair okal chody qokedy okar okchey okedy ota r s chkeey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0129,ZL3b-n.txt,f50v,"f50v.6,+P0","Plant ID: Umbellifera? (O'Neill), (coxcomb?)",P,P,paragraph/text line,okar,ok,ar,middle,6,12,qokedy,okchey,daiin kedair okal chody qokedy okar okchey okedy ota r s chkeey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0130,ZL3b-n.txt,f50v,"f50v.8,+P0","Plant ID: Umbellifera? (O'Neill), (coxcomb?)",P,P,paragraph/text line,otor,ot,or,middle,3,11,okair,qokedy,ykar okair otor qokedy ykchol kar chckhy olkaiin okain qo d,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0131,ZL3b-n.txt,f51r,"f51r.4,+P0",Plant ID: Mandrake (Manley),P,P,paragraph/text line,okol,ok,ol,middle,6,9,s,cheody,daiin ct e i s okol cheody ckhy cheeey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0132,ZL3b-n.txt,f51v,"f51v.6,+P0","Plant ID: Cow's tongue, Licopsis, Sedum Majus (Hauswurtz)",P,P,paragraph/text line,okor,ok,or,start,1,13,,ctheody,okor ctheody qocphy qok a o l qotaiinotyk o a l chol daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0133,ZL3b-n.txt,f53r,"f53r.5,+P0",Plant ID: Elecampane,P,P,paragraph/text line,otol,ot,ol,middle,3,9,sh,cfhy,ok sh otol cfhy cphodol ykody qokchodotcho qot oty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0134,ZL3b-n.txt,f53r,"f53r.9,+P0",Plant ID: Elecampane,P,P,paragraph/text line,otol,ot,ol,start,1,7,,chol,otol chol ctheees os orol chod qoty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0135,ZL3b-n.txt,f54r,"f54r.10,+P0","Plant ID: Thistle, leaves of boneset",P,P,paragraph/text line,okol,ok,ol,middle,8,11,ckhol,okyytchor,tor ol dol or chol chol ckhol okol okyytchor ol koldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0136,ZL3b-n.txt,f54r,"f54r.11,+P0","Plant ID: Thistle, leaves of boneset",P,P,paragraph/text line,okor,ok,or,middle,2,12,daiin,or,daiin okor or ol ckhol chor cho 165 damor sho chol dom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0137,ZL3b-n.txt,f54v,"f54v.8,+P0",not found in FSG item 1609,P,P,paragraph/text line,okal,ok,al,middle,6,7,yteal,om,daiino d aim qokaiin yteal okal om,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0138,ZL3b-n.txt,f54v,"f54v.9,+P0",not found in FSG item 1609,P,P,paragraph/text line,okal,ok,al,middle,5,6,ytam,dy,ydaiin qockhey qodal ytam okal dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0139,ZL3b-n.txt,f54v,"f54v.13,+P0",not found in FSG item 1609,P,P,paragraph/text line,okal,ok,al,middle,3,4,chol,yckhey,y chol okal yckhey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0140,ZL3b-n.txt,f55r,"f55r.1,@P0","Currier's language B,  hand 2",P,P,paragraph/text line,okar,ok,ar,middle,4,11,qofair,yk,podaiin shekchy qofair okar yk oh ch epaiin qokchdy os arod,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0141,ZL3b-n.txt,f55r,"f55r.2,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,okar,ok,ar,middle,8,12,qokar,ol,okair or aiin chody ykair y qokar okar ol ykar ar al,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0142,ZL3b-n.txt,f55r,"f55r.3,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,okar,ok,ar,middle,4,11,chky,chky,ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0143,ZL3b-n.txt,f55r,"f55r.5,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,okal,ok,al,middle,4,16,aiin,chol,y or aiin okal chol kchoy pchtchdy o ck ek aiin oka s r or olkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0144,ZL3b-n.txt,f55r,"f55r.6,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,okol,ok,ol,middle,8,9,kedy,chdy,tcho daiin sho ke 166 y kedy okol chdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0145,ZL3b-n.txt,f55r,"f55r.10,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,okal,ok,al,middle,2,14,dair,qokar,dair okal qokar or o a r 193 o ar odaiin okeey darchd ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0146,ZL3b-n.txt,f55r,"f55r.11,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,otal,ot,al,middle,14,15,shdy,otaldiin,l oh ch or chey keedy dy qokal oka m j dal shdy otal otaldiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0147,ZL3b-n.txt,f55r,"f55r.13,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,otol,ot,ol,middle,4,7,daiin,otar,lchdal ockhy daiin otol otar shar ain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0148,ZL3b-n.txt,f55r,"f55r.13,+P0","Currier's language B,  hand 2",P,P,paragraph/text line,otar,ot,ar,middle,5,7,otol,shar,lchdal ockhy daiin otol otar shar ain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0149,ZL3b-n.txt,f55v,"f55v.4,+P0",Plant ID: Elephant's ear?,P,P,paragraph/text line,okar,ok,ar,start,1,10,,chckhdy,okar chckhdy che o a dy keeyfar alochedy qokain ody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0150,ZL3b-n.txt,f55v,"f55v.8,+P0",Next line badly legible,P,P,paragraph/text line,okar,ok,ar,middle,4,11,qokaiin,qolotar,tar chedy qokaiin okar qolotar cho 194 ar talody okar y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0151,ZL3b-n.txt,f55v,"f55v.8,+P0",Next line badly legible,P,P,paragraph/text line,okar,ok,ar,middle,10,11,talody,y,tar chedy qokaiin okar qolotar cho 194 ar talody okar y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0152,ZL3b-n.txt,f55v,"f55v.9,+P0",Next line badly legible,P,P,paragraph/text line,okal,ok,al,middle,3,9,qokchy,chey,ykaky qokchy okal chey oror aiin okaiin ykain otaky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0153,ZL3b-n.txt,f55v,"f55v.10,+P0",Next line badly legible,P,P,paragraph/text line,otar,ot,ar,middle,7,11,okyytaiin,y,oaiin ol s aiin okaiin okyytaiin otar y kal ykar ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0154,ZL3b-n.txt,f55v,"f55v.11,+P0",Next line badly legible,P,P,paragraph/text line,okal,ok,al,middle,5,9,oldyaiin,oltchy,ykaiin cheoar cheeky oldyaiin okal oltchy or y orain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0155,ZL3b-n.txt,f57v,"f57v.2,@Cc",numbered cf. Petersen.,C,C,circular text,okal,ok,al,middle,44,56,qokar,okal,v sal y soeos vs ar okees o d soefchees l g sos okey defo f o rkedam sh ofol sar ddal yty s y daiir otey dshdy dkal s r oty pchchy a r opaiin dal karody v r okeey daram qokar okal okal d o l shkeal dy das o k sher s aiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0156,ZL3b-n.txt,f57v,"f57v.2,@Cc",numbered cf. Petersen.,C,C,circular text,okal,ok,al,middle,45,56,okal,d,v sal y soeos vs ar okees o d soefchees l g sos okey defo f o rkedam sh ofol sar ddal yty s y daiir otey dshdy dkal s r oty pchchy a r opaiin dal karody v r okeey daram qokar okal okal d o l shkeal dy das o k sher s aiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0157,ZL3b-n.txt,f57v,"f57v.4,+Cc",numbered cf. Petersen.,C,C,circular text,otal,ot,al,middle,32,34,aiin,daro,daiin otey of che eee y shes o d okeeod l o lkeeol dkedar yf aros s y chedaiin k eeety x deeodal vo tchor ch kedar dal 172 daiin aiin otal daro v,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0158,ZL3b-n.txt,f58r,"f58r.5,+P0",Six-pointed star at start of this paragraph,P,P,paragraph/text line,otar,ot,ar,middle,4,13,am,otar,qor dchair am otar otar char ar al char ar ary ytalar cham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0159,ZL3b-n.txt,f58r,"f58r.5,+P0",Six-pointed star at start of this paragraph,P,P,paragraph/text line,otar,ot,ar,middle,5,13,otar,char,qor dchair am otar otar char ar al char ar ary ytalar cham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0160,ZL3b-n.txt,f58r,"f58r.6,+P0",Six-pointed star at start of this paragraph,P,P,paragraph/text line,otal,ot,al,middle,6,9,y,dalchor,torchey otaiin chary oteor y otal dalchor ykeey choltam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0161,ZL3b-n.txt,f58r,"f58r.10,+P0",Six-pointed star at start of this paragraph,P,P,paragraph/text line,otar,ot,ar,middle,6,14,chepchey,aldy,tal ar am shar chepchey otar aldy otal cheam qokaiin ote s r y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0162,ZL3b-n.txt,f58r,"f58r.10,+P0",Six-pointed star at start of this paragraph,P,P,paragraph/text line,otal,ot,al,middle,8,14,aldy,cheam,tal ar am shar chepchey otar aldy otal cheam qokaiin ote s r y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0163,ZL3b-n.txt,f58r,"f58r.18,+P0",Seven-pointed star at start of this paragraph,P,P,paragraph/text line,okal,ok,al,middle,9,10,aiin,otal,darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0164,ZL3b-n.txt,f58r,"f58r.18,+P0",Seven-pointed star at start of this paragraph,P,P,paragraph/text line,otal,ot,al,end,10,10,okal,,darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0165,ZL3b-n.txt,f58r,"f58r.23,+P0",Seven-pointed star at start of this paragraph,P,P,paragraph/text line,otal,ot,al,middle,9,11,qokalchar,choky,shol a o leedy chotar okeal sheody qokalchar otal choky sar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0166,ZL3b-n.txt,f58r,"f58r.25,+P0",Seven-pointed star at start of this paragraph,P,P,paragraph/text line,otar,ot,ar,middle,4,7,oteeoaly,alkar,oar cheekey oteeoaly otar alkar or aldar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0167,ZL3b-n.txt,f58r,"f58r.31,+P0",Most lines in para seem to have extra first char,P,P,paragraph/text line,okal,ok,al,middle,3,11,taiin,or,odshchol taiin okal or chol ol ekar otarchol chol kam qokal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0168,ZL3b-n.txt,f58r,"f58r.39,+P0",Most lines in para seem to have extra first char,P,P,paragraph/text line,okar,ok,ar,middle,3,9,dytal,olol,dtshol dytal okar olol sheol qockhy qokaly salol dalam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0169,ZL3b-n.txt,f58r,"f58r.41,+P0",Most lines in para seem to have extra first char,P,P,paragraph/text line,okal,ok,al,middle,5,7,dal,s,dchol chokal saiin dal okal s alchey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0170,ZL3b-n.txt,f58v,"f58v.4,+P0",Six-pointed star with tail at start of this paragraph,P,P,paragraph/text line,okar,ok,ar,middle,10,12,qokaly,olkaly,or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0171,ZL3b-n.txt,f58v,"f58v.4,+P0",Six-pointed star with tail at start of this paragraph,P,P,paragraph/text line,okal,ok,al,end,12,12,olkaly,,or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0172,ZL3b-n.txt,f58v,"f58v.5,+P0",Six-pointed star with tail at start of this paragraph,P,P,paragraph/text line,okal,ok,al,middle,8,10,yqokaly,qokaly,faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0173,ZL3b-n.txt,f58v,"f58v.10,+P0",Six-pointed star with tail at start of this paragraph,P,P,paragraph/text line,okal,ok,al,middle,8,10,qokaiin,okaldy,ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0174,ZL3b-n.txt,f58v,"f58v.13,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,okal,ok,al,middle,6,12,alor,chcthy,qoeear alkeain ytal chos alor okal chcthy tal ckh h y kar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0175,ZL3b-n.txt,f58v,"f58v.15,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,okal,ok,al,middle,3,12,oiin,aral,qot oiin okal aral s air qoal talchos okal cho ytam dam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0176,ZL3b-n.txt,f58v,"f58v.15,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,okal,ok,al,middle,9,12,talchos,cho,qot oiin okal aral s air qoal talchos okal cho ytam dam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0177,ZL3b-n.txt,f58v,"f58v.17,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,otal,ot,al,middle,7,12,r,chodol,daiin alal dal qok a r otal chodol qokeal cheol chos okeeam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0178,ZL3b-n.txt,f58v,"f58v.20,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,otal,ot,al,middle,5,11,qokeey,chol,tolain ar ykeain qokeey otal chol okal ar chh ty chkalarol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0179,ZL3b-n.txt,f58v,"f58v.20,+P0",The last three words of above line seem to have been scribbled in afterwards,P,P,paragraph/text line,okal,ok,al,middle,7,11,chol,ar,tolain ar ykeain qokeey otal chol okal ar chh ty chkalarol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
